"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Tuberculosis - new and relapse cases","Published","1994","Africa","Low-income","Zimbabwe","23959","23959","","",""
"Tuberculosis - new and relapse cases","Published","1999","Africa","Low-income","Zimbabwe","50138","50138","","",""
"Tuberculosis - new and relapse cases","Published","2000","Africa","Low-income","Zimbabwe","50855","50855","","",""
"Tuberculosis - new and relapse cases","Published","2001","Africa","Low-income","Zimbabwe","56222","56222","","",""
"Tuberculosis - new and relapse cases","Published","2002","Africa","Low-income","Zimbabwe","59170","59170","","",""
"Tuberculosis - new and relapse cases","Published","2007","Africa","Low-income","Zimbabwe","40277","40277","","",""
"Tuberculosis - new and relapse cases","Published","2008","Africa","Low-income","Zimbabwe","36650","36650","","",""
"Tuberculosis - new and relapse cases","Published","2009","Africa","Low-income","Zimbabwe","42971","42971","","",""
"Tuberculosis - new and relapse cases","Published","2010","Africa","Low-income","Zimbabwe","44209","44209","","",""
"Tuberculosis - new and relapse cases","Published","2011","Africa","Low-income","Zimbabwe","38404","38404","","",""
"Tuberculosis - new and relapse cases","Published","1990","Americas","Upper-middle-income","Argentina","12309","12309","","",""
"Tuberculosis - new and relapse cases","Published","1991","Americas","Upper-middle-income","Argentina","12185","12185","","",""
"Tuberculosis - new and relapse cases","Published","1996","Americas","Upper-middle-income","Argentina","13397","13397","","",""
"Tuberculosis - new and relapse cases","Published","1997","Americas","Upper-middle-income","Argentina","12621","12621","","",""
"Tuberculosis - new and relapse cases","Published","1998","Americas","Upper-middle-income","Argentina","12276","12276","","",""
"Tuberculosis - new and relapse cases","Published","1999","Americas","Upper-middle-income","Argentina","11871","11871","","",""
"Tuberculosis - new and relapse cases","Published","2000","Americas","Upper-middle-income","Argentina","11767","11767","","",""
"Tuberculosis - new and relapse cases","Published","2005","Americas","Upper-middle-income","Argentina","10576","10576","","",""
"Tuberculosis - new and relapse cases","Published","2006","Americas","Upper-middle-income","Argentina","9675","9675","","",""
"Tuberculosis - new and relapse cases","Published","2007","Americas","Upper-middle-income","Argentina","10227","10227","","",""
"Tuberculosis - new and relapse cases","Published","2008","Americas","Upper-middle-income","Argentina","9196","9196","","",""
"Tuberculosis - new and relapse cases","Published","1990","Americas","High-income","Antigua and Barbuda","1","1","","",""
"Tuberculosis - new and relapse cases","Published","1991","Americas","High-income","Antigua and Barbuda","0","0","","",""
"Tuberculosis - new and relapse cases","Published","1992","Americas","High-income","Antigua and Barbuda","6","6","","",""
"Tuberculosis - new and relapse cases","Published","1999","Americas","High-income","Antigua and Barbuda","3","3","","",""
"Tuberculosis - new and relapse cases","Published","2000","Americas","High-income","Antigua and Barbuda","4","4","","",""
"Tuberculosis - new and relapse cases","Published","2001","Americas","High-income","Antigua and Barbuda","1","1","","",""
"Tuberculosis - new and relapse cases","Published","2002","Americas","High-income","Antigua and Barbuda","4","4","","",""
"Tuberculosis - new and relapse cases","Published","2008","Americas","High-income","Antigua and Barbuda","1","1","","",""
"Tuberculosis - new and relapse cases","Published","2009","Americas","High-income","Antigua and Barbuda","3","3","","",""
"Tuberculosis - new and relapse cases","Published","2010","Americas","High-income","Antigua and Barbuda","7","7","","",""
"Tuberculosis - new and relapse cases","Published","2011","Americas","High-income","Antigua and Barbuda","6","6","","",""
"Tuberculosis - new and relapse cases","Published","1990","Americas","High-income","Bahamas","46","46","","",""
"Tuberculosis - new and relapse cases","Published","1991","Americas","High-income","Bahamas","53","53","","",""
"Tuberculosis - new and relapse cases","Published","1997","Americas","High-income","Bahamas","88","88","","",""
"Tuberculosis - new and relapse cases","Published","1998","Americas","High-income","Bahamas","75","75","","",""
"Tuberculosis - new and relapse cases","Published","1999","Americas","High-income","Bahamas","76","76","","",""
"Tuberculosis - new and relapse cases","Published","2000","Americas","High-income","Bahamas","82","82","","",""
"Tuberculosis - new and relapse cases","Published","2006","Americas","High-income","Bahamas","60","60","","",""
"Tuberculosis - new and relapse cases","Published","2007","Americas","High-income","Bahamas","46","46","","",""
"Tuberculosis - new and relapse cases","Published","2008","Americas","High-income","Bahamas","49","49","","",""
"Tuberculosis - new and relapse cases","Published","2009","Americas","High-income","Bahamas","45","45","","",""
"Tuberculosis - new and relapse cases","Published","1992","Americas","Lower-middle-income","Belize","65","65","","",""
"Tuberculosis - new and relapse cases","Published","1993","Americas","Lower-middle-income","Belize","80","80","","",""
"Tuberculosis - new and relapse cases","Published","1994","Americas","Lower-middle-income","Belize","59","59","","",""
"Tuberculosis - new and relapse cases","Published","1995","Americas","Lower-middle-income","Belize","95","95","","",""
"Tuberculosis - new and relapse cases","Published","2000","Americas","Lower-middle-income","Belize","106","106","","",""
"Tuberculosis - new and relapse cases","Published","2001","Americas","Lower-middle-income","Belize","136","136","","",""
"Tuberculosis - new and relapse cases","Published","2002","Americas","Lower-middle-income","Belize","135","135","","",""
"Tuberculosis - new and relapse cases","Published","2003","Americas","Lower-middle-income","Belize","99","99","","",""
"Tuberculosis - new and relapse cases","Published","2008","Americas","Lower-middle-income","Belize","88","88","","",""
"Tuberculosis - new and relapse cases","Published","2009","Americas","Lower-middle-income","Belize","88","88","","",""
"Tuberculosis - new and relapse cases","Published","2010","Americas","Lower-middle-income","Belize","145","145","","",""
"Tuberculosis - new and relapse cases","Published","2011","Americas","Lower-middle-income","Belize","74","74","","",""
"Tuberculosis - new and relapse cases","Published","2012","Americas","Lower-middle-income","Belize","84","84","","",""
"Tuberculosis - new and relapse cases","Published","1991","Americas","Lower-middle-income","Bolivia (Plurinational State of)","11223","11223","","",""
"Tuberculosis - new and relapse cases","Published","1992","Americas","Lower-middle-income","Bolivia (Plurinational State of)","9520","9520","","",""
"Tuberculosis - new and relapse cases","Published","1993","Americas","Lower-middle-income","Bolivia (Plurinational State of)","8614","8614","","",""
"Tuberculosis - new and relapse cases","Published","1994","Americas","Lower-middle-income","Bolivia (Plurinational State of)","9431","9431","","",""
"Tuberculosis - new and relapse cases","Published","1999","Americas","Lower-middle-income","Bolivia (Plurinational State of)","9863","9863","","",""
"Tuberculosis - new and relapse cases","Published","2000","Americas","Lower-middle-income","Bolivia (Plurinational State of)","10127","10127","","",""
"Tuberculosis - new and relapse cases","Published","2001","Americas","Lower-middle-income","Bolivia (Plurinational State of)","10531","10531","","",""
"Tuberculosis - new and relapse cases","Published","2002","Americas","Lower-middle-income","Bolivia (Plurinational State of)","10201","10201","","",""
"Tuberculosis - new and relapse cases","Published","2007","Americas","Lower-middle-income","Bolivia (Plurinational State of)","8574","8574","","",""
"Tuberculosis - new and relapse cases","Published","2008","Americas","Lower-middle-income","Bolivia (Plurinational State of)","9070","9070","","",""
"Tuberculosis - new and relapse cases","Published","2009","Americas","Lower-middle-income","Bolivia (Plurinational State of)","8865","8865","","",""
"Tuberculosis - new and relapse cases","Published","2010","Americas","Lower-middle-income","Bolivia (Plurinational State of)","8363","8363","","",""
"Tuberculosis - new and relapse cases","Published","2011","Americas","Lower-middle-income","Bolivia (Plurinational State of)","8521","8521","","",""
"Tuberculosis - new and relapse cases","Published","1994","Americas","Upper-middle-income","Brazil","75759","75759","","",""
"Tuberculosis - new and relapse cases","Published","1995","Americas","Upper-middle-income","Brazil","91013","91013","","",""
"Tuberculosis - new and relapse cases","Published","1996","Americas","Upper-middle-income","Brazil","87254","87254","","",""
"Tuberculosis - new and relapse cases","Published","1997","Americas","Upper-middle-income","Brazil","83309","83309","","",""
"Tuberculosis - new and relapse cases","Published","2002","Americas","Upper-middle-income","Brazil","81436","81436","","",""
"Tuberculosis - new and relapse cases","Published","2003","Americas","Upper-middle-income","Brazil","84060","84060","","",""
"Tuberculosis - new and relapse cases","Published","2004","Americas","Upper-middle-income","Brazil","86881","86881","","",""
"Tuberculosis - new and relapse cases","Published","2005","Americas","Upper-middle-income","Brazil","80675","80675","","",""
"Tuberculosis - new and relapse cases","Published","2011","Americas","Upper-middle-income","Brazil","77647","77647","","",""
"Tuberculosis - new and relapse cases","Published","2012","Americas","Upper-middle-income","Brazil","75122","75122","","",""
"Tuberculosis - new and relapse cases","Published","1995","Americas","High-income","Barbados","3","3","","",""
"Tuberculosis - new and relapse cases","Published","1996","Americas","High-income","Barbados","3","3","","",""
"Tuberculosis - new and relapse cases","Published","1997","Americas","High-income","Barbados","5","5","","",""
"Tuberculosis - new and relapse cases","Published","1998","Americas","High-income","Barbados","7","7","","",""
"Tuberculosis - new and relapse cases","Published","1999","Americas","High-income","Barbados","2","2","","",""
"Tuberculosis - new and relapse cases","Published","2006","Americas","High-income","Barbados","5","5","","",""
"Tuberculosis - new and relapse cases","Published","2007","Americas","High-income","Barbados","16","16","","",""
"Tuberculosis - new and relapse cases","Published","2008","Americas","High-income","Barbados","3","3","","",""
"Tuberculosis - new and relapse cases","Published","2009","Americas","High-income","Barbados","2","2","","",""
